route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
19-440-s18-1,1,440,"(Ebersberg - Grafing Stadt, Gymnasium -) Grafing Bahnhof - Glonn - Piusheim, Schule",701,https://www.mvv-muenchen.de/fileadmin/mediapool/02-Fahrplanauskunft/02-Dokumente/Anmeldeverfahren_Bedarfsverkehr.pdf,008351,FFFFFF
19-440-s18-2,1,440,"(Ebersberg - Grafing Stadt, Gymnasium -) Grafing Bahnhof - Glonn - Piusheim, Schule",701,https://www.mvv-muenchen.de/fileadmin/mediapool/02-Fahrplanauskunft/02-Dokumente/Anmeldeverfahren_Bedarfsverkehr.pdf,008351,FFFFFF
19-442-s18-1,1,442,"(Buch-) Eglharting, Westring - Kirchseeon - Ebersberg - Grafing Bahnhof",701,,008351,FFFFFF
19-443-s18-1,1,443,Steinhöring - Berg - Abersdorf - Sankt Christoph - Tulling - Frauenneuharting - Traxl - Steinhöring,701,https://www.mvv-muenchen.de/fileadmin/mediapool/02-Fahrplanauskunft/02-Dokumente/Anmeldeverfahren_Bedarfsverkehr.pdf,008351,FFFFFF
19-444-s18-1,1,444,444,701,https://www.mvv-muenchen.de/fileadmin/mediapool/02-Fahrplanauskunft/02-Dokumente/Anmeldeverfahren_Bedarfsverkehr.pdf,008351,FFFFFF
19-445-s18-1,1,445,Erding - Forstern - Hohenlinden - Ebersberg Ebersberg,701,,008351,FFFFFF
19-446-s18-1,1,446,Ebersberg - Kreisklinik Ost (- Hohenlinden) - Forstinning - Anzing - Markt Schwaben (- Poing Nord),701,,008351,FFFFFF
19-446-s18-2,1,446,Ebersberg - Kreisklinik Ost (- Hohenlinden) - Forstinning - Anzing - Markt Schwaben (- Poing Nord),701,,008351,FFFFFF
19-447-s18-1,1,447,"Grafing Bahnhof  - Oberelkofen - Aßling - Aßling, Rathaus",701,,008351,FFFFFF
19-447-s18-2,1,447,"Grafing Bahnhof  - Oberelkofen - Aßling - Aßling, Rathaus",701,,008351,FFFFFF
19-451-s18-1,1,451,Vaterstetten - Dorfstraße - Baldham Nord - Heideweg - Baldham Süd (Bahnhofspl.) - Luitpoldring - Vaterstetten,701,,008351,FFFFFF
19-452-s18-1,1,452,"Grub Süd - Parsdorf, Posthalterring - Hergolding - Weißenfeld - Vaterstetten",701,,008351,FFFFFF
19-453-s18-1,1,453,Zorneding - Oberpframmern - Glonn,701,https://www.mvv-muenchen.de/fileadmin/mediapool/02-Fahrplanauskunft/02-Dokumente/Anmeldeverfahren_Bedarfsverkehr.pdf,008351,FFFFFF
19-460-s18-1,1,460,"Poing Nord - Gruberstr./Kirchheimer Allee - Grub, Prof.-Zorn-Str. - Pliening - Poing Nord / Süd",701,,008351,FFFFFF
19-461-s18-1,1,461,Obelfing - Anzing - Poing Süd,701,,008351,FFFFFF
19-462-s18-1,1,462,"Poing Süd - Poing, Rathaus  - Angelbrechting - Poing Süd / Nord",701,,008351,FFFFFF
19-463-s18-1,1,463,Markt Schwaben  - Gelting - Kirchheim / Grub Nord - Poing Nord - Gelting - Markt Schwaben,701,,008351,FFFFFF
19-464-s18-1,1,464,Poing Nord - Mitterfeldring/Stahlgruber - Bergfeldsee - Poing Nord,701,,008351,FFFFFF
19-465-s18-1,1,465,"Baldham, Realschule / Nord - Obelfing - Anzing - Neufarn (Vaterst.) - Poing Süd / Nord (- Blumenstraße)",701,,008351,FFFFFF
19-466-s18-1,1,466,Baldham Nord - Hergolding - Weißenfeld - Parsdorf - Neufarn (Vaterst.) - Poing Süd,701,,008351,FFFFFF
19-466-s18-2,1,466,Baldham Nord - Hergolding - Weißenfeld - Parsdorf - Neufarn (Vaterst.) - Poing Süd,701,,008351,FFFFFF
19-469-s18-1,1,469,Markt Schwaben - Forstinning - Neupullach - Karlsdorf - Forstern - Hohenlinden (- Ebersberg ),701,,008351,FFFFFF
19-501-s18-1,1,501,"Erding, Irlanger / K.-Aigner-Gymnasium - Klinikum Süd/Nord - Erding - Wartenberg - Moosburg - Gammelsdorf",701,,008351,FFFFFF
